id,tweet_text,labeled_brand_or_product,detected_emotion,sentiment,brand,tweet_char_count
5568,RT @mention google &amp; facebook have an official death policies. But vast majority of digi companies don't #digitaldeath #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,128
5569,RT @mention Google &quot;ad preferences&quot; and you can view (and edit) what Google thinks you like. #seenocreepy #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Google,121
5571,RT @mention Google 80's Party! #SXSW (@mention Maggie Mae's w/ 64 others) {link},UNKNOWN,No emotion toward brand or product,Neutral,Google,80
5572,RT @mention Google analytics can track offsite links as virtual page views using JavaScript. #moreknowledge #sxsw #mitharvard,UNKNOWN,No emotion toward brand or product,Neutral,BOTH,125
5573,RT @mention Google and Bing meet at #SXSW after their lovers tiff last month but it seems to have been disappointingly friendly {link},UNKNOWN,No emotion toward brand or product,Neutral,Google,134
5574,"RT @mention Google announces Check-ins, coupons, deals @mention {link}  #SXSW",UNKNOWN,No emotion toward brand or product,Neutral,Google,77
5575,RT @mention Google Announces Check-ins: SXSW Location-Based Geo-Fencing Applications - {link} #ireport #WSsxsw #sxsw #SCRM #SM #marketing,UNKNOWN,No emotion toward brand or product,Neutral,Google,137
5578,RT @mention Google Circles is (not) a real thing and will (not) be launched today at #sxsw {link},UNKNOWN,No emotion toward brand or product,Neutral,Google,97
5579,RT @mention Google Circles launching today at #SXSW? New #Facebook killer???? {link},UNKNOWN,No emotion toward brand or product,Neutral,Google,84
5580,"RT @mention Google Circles might launch today at #sxsw, a new social network: {link}",UNKNOWN,No emotion toward brand or product,Neutral,Google,84
5581,RT @mention Google Circles will be ______    #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,50
5583,RT @mention Google could = search engines. Google instead = useful information. #savebrands #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,97
5585,RT @mention Google denies rumors about launching Circles at SXSW {link} #Facebook #Google #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Google,95
5586,RT @mention Google desmiente el lanzamiento hoy de Circles RT @mention  We're not launching any products at #SXSW but we're doing plenty else.,UNKNOWN,No emotion toward brand or product,Neutral,Google,142
5587,RT @mention Google developer hackathon at @mention  discussion web fonts. #google gets 32000 font request a day.  #sxsw #gsdm google.com/webfonts,UNKNOWN,No emotion toward brand or product,Neutral,Google,145
5589,RT @mention Google Earth to headline #Cleantech panel at #SXSW tues @mention 3:30pm. Follow #saveustechies. {link},UNKNOWN,No emotion toward brand or product,Neutral,Google,114
5590,RT @mention Google fires a shot at Foursquare with check-in rewards and titles {link} by @mention #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Google,103
5591,"RT @mention Google focusing on bridging the digital/physical divide... maps, streetview, hotpot &amp; autonomous driving. #sxsw @mention",UNKNOWN,No emotion toward brand or product,Neutral,Google,136
5593,"RT @mention Google Hotpot activity map for this week in Austin, TX before #SxSW #SUxSW {link}",UNKNOWN,No emotion toward brand or product,Neutral,Google,93
5596,RT @mention Google is announcing a social network &quot;Circles&quot; (via #SXSW tweets). Interesting. Myopia will cause Buzz jokes. But...,UNKNOWN,I can't tell,Neutral,Google,139
5598,"RT @mention google is interested in location based tech for indoor venues - businesses, convention centers etc.  Tech needs to improve first.  #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Google,148
5599,RT @mention Google is looking at social signals more and more for search results. #qagb #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,93
5600,RT @mention Google is NOT launching any products at #SXSW {link},UNKNOWN,No emotion toward brand or product,Neutral,Google,64
5606,RT @mention Google Latitude Check-ins Follow Foursquare Rewards at SXSW {link} #free #GoogleLa #GoogleMarch #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Google,113
5607,RT @mention Google Launches Geo-Social 'Offers' at #SXSW {link} #DeferoMobile,UNKNOWN,No emotion toward brand or product,Neutral,Google,77
5608,RT @mention Google launches people finder service after Japan earthquake / tsunami {link} [Tnooz] #WSsxsw #sxsw #scrm,UNKNOWN,No emotion toward brand or product,Neutral,Google,117
5610,RT @mention Google Launching Secret New Social Network Called &quot;Circles&quot; {link} #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Google,94
5611,RT @mention Google Launching Secret New Social Network Called &quot;Circles&quot; {link} #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,94
5612,RT @mention Google Launching Secret New Social Network Called &quot;Circles&quot; #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Google,87
5613,"RT @mention Google looks to the future with mobile, location-based devices | {link}  #SXSW",UNKNOWN,No emotion toward brand or product,Neutral,Google,90
5615,RT @mention Google maps has 150 million users. 40 percent of Google Maps users are mobile #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,95
5616,RT @mention Google maps usage on mobile exceeded desktop usage on xmas and new years day for the first time ��� Marissa Mayer at #sxsw.,UNKNOWN,No emotion toward brand or product,Neutral,Google,135
5617,RT @mention Google maps used to provide common reference points and printed for fast paced on the ground reactions #arabspring #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Google,132
5618,"RT @mention Google Marissa Mayer, future of location: augmented reality, contextual discovery, make smartphones smarter. #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Google,126
5619,RT @mention Google party broke up. At the Tumblr / Funny or Die party. Fun! #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,81
5623,RT @mention Google quash Circles rumours RT @mention We're not launching any products at #SXSW but we're doing plenty else ht,UNKNOWN,No emotion toward brand or product,Neutral,Google,125
5625,RT @mention Google says reports about launch of Circles social network at #sxsw are incorrect {link} No launch today at any rate.,UNKNOWN,No emotion toward brand or product,Neutral,Google,129
5626,"RT @mention Google says the future is location, location, location: {link} #SXSW #CNN",UNKNOWN,No emotion toward brand or product,Neutral,Google,85
5628,RT @mention Google showing preview of next-gen Blogger interface at #SXSW  {link} #cnet,UNKNOWN,No emotion toward brand or product,Neutral,Google,87
5629,RT @mention Google smentisce novit�� in arrivo RT @mention We're not launching any products at #SXSW but we're doing plenty else {link},UNKNOWN,No emotion toward brand or product,Neutral,Google,135
5630,"RT @mention Google spokewoman Nadja Blagojevic e-mail about Google Circle: &quot;We are not announcing anything like this at #SXSW, this is an untrue rumor.&quot;",UNKNOWN,No emotion toward brand or product,Neutral,Google,162
5632,RT @mention Google Tests ���Check-in Offers�۝ At SXSW {link} via #google #sxsw #check-in,UNKNOWN,No emotion toward brand or product,Neutral,Google,88
5633,RT @mention Google to Host Developer Day at SXSW {link} #sxsw @mention,UNKNOWN,No emotion toward brand or product,Neutral,Google,70
5634,RT @mention Google to launch a new social network Circles. Possibly today {link} #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Google,86
5635,RT @mention google to launch a social network at #sxsw today?,UNKNOWN,No emotion toward brand or product,Neutral,Google,61
5636,"RT @mention Google to launch a social network, Circles, at #SxSW - {link} - Who's excited?",UNKNOWN,No emotion toward brand or product,Neutral,Google,90
5637,RT @mention Google to Launch Major New Social Network Called #Circles - {link} &gt; Update: No preview planned at #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Google,119
5639,"RT @mention Google to Launch Major New Social Network Called Circles, {link} #sxsw - Brazil's orkut users have been waiting.",UNKNOWN,No emotion toward brand or product,Neutral,Google,124
5640,"RT @mention Google to Launch Major New Social Network Called Circles, {link} #sxsw #nptech",UNKNOWN,No emotion toward brand or product,Neutral,Google,90
5642,"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today - {link} #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Google,99
5644,"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today ({link} #sxswi #SXSW via @mention",UNKNOWN,No emotion toward brand or product,Neutral,Google,118
5645,"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today (Updated - not today, not at #SXSW) {link} via @mention",UNKNOWN,No emotion toward brand or product,Neutral,Google,140
5646,"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today (Updated) at #SXSW {link}",UNKNOWN,No emotion toward brand or product,Neutral,Google,110
5647,"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link}  #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Google,98
5648,"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Google,97
5649,"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #SXSW",UNKNOWN,No emotion toward brand or product,Neutral,Google,97
5655,"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw

Buzz 2.0?  Lol",UNKNOWN,No emotion toward brand or product,Neutral,Google,113
5656,"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw (via @mention",UNKNOWN,No emotion toward brand or product,Neutral,Google,111
5657,"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw (via @mention #pcbuzz",UNKNOWN,No emotion toward brand or product,Neutral,Google,119
5658,"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw {link}",UNKNOWN,No emotion toward brand or product,Neutral,Google,104
5659,"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw @mention",UNKNOWN,No emotion toward brand or product,Neutral,Google,106
5660,"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw @mention #SocialMedia",UNKNOWN,No emotion toward brand or product,Neutral,Google,119
5661,"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw // :O",UNKNOWN,No emotion toward brand or product,Neutral,Google,103
5662,"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw #sxswi",UNKNOWN,No emotion toward brand or product,Neutral,Google,104
5663,"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw via @mention",UNKNOWN,No emotion toward brand or product,Neutral,Google,110
5664,"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw via @mention @mention",UNKNOWN,No emotion toward brand or product,Neutral,Google,119
5665,"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw�۝",UNKNOWN,No emotion toward brand or product,Neutral,Google,99
5667,"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} rt @mention #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Google,109
5668,"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} via @mention @mention #SxSW #w2p",UNKNOWN,No emotion toward brand or product,Neutral,Google,124
5669,"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today @mention #SXSW {link} #privacy ?",UNKNOWN,No emotion toward brand or product,Neutral,Google,117
5671,"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today @mention #SXSW {link} via @mention #socialmedia",UNKNOWN,No emotion toward brand or product,Neutral,Google,132
5672,"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today @mention #sxsw #sxswi - {link}",UNKNOWN,No emotion toward brand or product,Neutral,Google,115
5673,"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today @mention #sxsw #sxswi - {link} via @mention",UNKNOWN,No emotion toward brand or product,Neutral,Google,128
5674,"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today #sxsw {link}",UNKNOWN,No emotion toward brand or product,Neutral,Google,97
5675,"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today at #SXSW {link}",UNKNOWN,No emotion toward brand or product,Neutral,Google,100
5677,"RT @mention Google to launch major new social network called Circles, possibly today at SXSW: {link} #sxsw #nfusion",UNKNOWN,No emotion toward brand or product,Neutral,Google,115
5678,"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today by @mention {link} via @mention #SXSW",UNKNOWN,No emotion toward brand or product,Neutral,Google,122
5679,"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today by @mention {link} via @mention #sxsw #22sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Google,130
5680,RT @mention Google to Launch Major New Social Network Called Circles!!! #google #circles #sxsw {link},UNKNOWN,No emotion toward brand or product,Neutral,Google,101
5681,RT @mention Google to launch new social network at SXSW? - CNET News {link} #sxsw,Other Google product or service,No emotion toward brand or product,Neutral,Google,81
5682,"RT @mention Google to Launch New Social Network Called Circles, Possibly Today {link} {link} #SXSW",UNKNOWN,No emotion toward brand or product,Neutral,Google,98
5683,"RT @mention Google to Launch New Social Network Called Circles, Possibly Today {link} {link} #SXSW #sxswi",UNKNOWN,No emotion toward brand or product,Neutral,Google,105
5684,"RT @mention Google to launch new social network Circles, linking u more closely to peeps u connect w/most. possibly today @mention #sxsw!",UNKNOWN,No emotion toward brand or product,Neutral,Google,137
5685,RT @mention Google to launch social network Google Circles  at some point - but not at SXSW today.  :-(   {link}   #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,120
5686,"RT @mention Google trying to fill void for local information with hotpot. If you own a biz, claim it and provide photos and more info. #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Google,140
5688,"RT @mention Google TV v 2 be too late, overrun by XBox, PS3, Wii, Netflix and the like; all ready now? #SXSW Barry Diller QA",UNKNOWN,No emotion toward brand or product,Neutral,Google,124
5689,"RT @mention Google unveiled new data visualization tool, open source - is it based on gapminder? #bavcID #sxsw [pic]: {link}",UNKNOWN,No emotion toward brand or product,Neutral,Google,124
5690,RT @mention Google VP of consumer products Marissa Mayer says location is everything: {link} #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,98
5693,RT @mention Google will launch major new social network called Circles. #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Google,77
5694,"RT @mention Google will preview major new social service, Circles, at #sxsw today, says @mention {link}  (ht @mention",UNKNOWN,No emotion toward brand or product,Neutral,Google,117
5695,TR @mention Google (tries again) to launch a new social network called Circles: {link} #sxsw {link},UNKNOWN,I can't tell,Neutral,Google,99
5697,RT @mention Google's Cutts says reputation and topicality are the 2 keys that matter in site rankings. #qagb #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,114
5698,"RT @mention Google's Marissa Mayer demo'ing &quot;contextual discovery&quot; - using where you are, your history, time of search to refine results. #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Google,153
5701,"RT @mention Google's Marissa Mayer on the location-based 'fast, fun and future' via @mention {link} #sxswi #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Google,112
5702,RT @mention Google's Marissa Mayer: &quot;The mobile phone is a cursor that connects the physical and digital worlds.&quot; #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,129
5703,"RT @mention Google's Mobile Future, and the Elusive 'Power of Here&quot; #SXSW Interactive @mention",UNKNOWN,No emotion toward brand or product,Neutral,Google,99
5708,RT @mention Got a band you want to promote? Come say hi to the @mention team at the #google party at #maggiemaes! #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,119
5709,RT @mention Got a craving? #SXSW minds created an app for that - Foodspotting {link} #iPhone #apps,UNKNOWN,No emotion toward brand or product,Neutral,Apple,98
5710,"RT @mention Got good content, but no Google/Bing love? on SEO, ranking #SXSW {link}",UNKNOWN,No emotion toward brand or product,Neutral,Google,83
5712,RT @mention Gowalla expected to launch Groupon-like rewards at #SXSW {link} (via @mention,UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,89
5713,RT @mention Great #longform panel. @mention much web content geared toward workplace reading. IPad/Kindle changed that. #sxsw  #jmc322,UNKNOWN,No emotion toward brand or product,Neutral,Apple,134
5716,"RT @mention great for meetings, haha! #hollergram {link} #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,62
5717,RT @mention Great link &gt;&gt; RT @mention  WHAT? ��_ {link} ��_ #edchat #musedchat #sxsw #sxswi #classical #newTwitter,UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,120
5720,RT @mention Great UI demo of @mention on @mention {link} #xoom #sxsw #android #tech #tablet,UNKNOWN,No emotion toward brand or product,Neutral,Google,91
5721,RT @mention Groups were challenged with coming up with an iPhone app to solve their parenting/start-up issues #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,115
5722,RT @mention GSD&amp;M &amp; Google's Industry Party Tonight @mention - See u there! {link} #SXSW #Austin #Welivehere #GSDM,UNKNOWN,No emotion toward brand or product,Neutral,Google,122
5723,RT @mention GSD&amp;M and Google.....sitting in a tree {link} #sxsw #gsdm,UNKNOWN,No emotion toward brand or product,Neutral,Google,73
5724,"RT @mention Guy on the couch playing with his white iPad 2 while MashBash parties around him is making a statement, dammit. #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Apple,129
5727,"RT @mention haha, Google serving pies at the #sxsw booth at 3/14 1:59 pm.",UNKNOWN,No emotion toward brand or product,Neutral,Google,73
5729,RT @mention Happy #SXSW! Can't make it to Austin? Download the free featured artists of SXSW playlist on @mention {link},UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,120
5730,RT @mention Has spontaniety in life been replaced by technology? When your iPhone battery dies you go home. Great ? At #busy #sxsw,UNKNOWN,I can't tell,Neutral,Apple,130
5735,RT @mention Having so much fun handing out chances to win 2 Audi cars with @mention #SXSW  (@mention Apple Store SXSW) {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,125
5736,"RT @mention HBD! If we all donated a dime... RT @mention everyone coming to #SXSW, a friendly reminder that iPad 2 out Friday &amp; my birthday is Saturday",UNKNOWN,No emotion toward brand or product,Neutral,Apple,155
5737,RT @mention Head over to  {link} by 1pm CST today to win VIP access to my acoustic solo set at #SXSW tonight,UNKNOWN,No emotion toward brand or product,Neutral,Apple,108
5738,RT @mention Head over to  {link} by 1pm CST today to win VIP access to my acoustic solo set at #SXSW tonight with #nokiaconnects,UNKNOWN,No emotion toward brand or product,Neutral,Apple,128
5739,RT @mention Head over to {link} by 1pm CST today to win VIP access to my acoustic solo set at #SXSW tonight alguien ahi?,UNKNOWN,No emotion toward brand or product,Neutral,Apple,120
5740,RT @mention heading to @mention #pvhouse? first 2 snackers to tweet us &amp; find one of our popchicks will #win an iPhone 4 case! #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,136
5742,RT @mention Heading to Austin for #SXSW? The @mention Austin guide for #iPhone is free for a limited time {link} #lp,UNKNOWN,No emotion toward brand or product,Neutral,Apple,116
5743,RT @mention Heading to Austin for #SXSW? The @mention Austin guide for #iPhone is free for a limited time {link} #lp #travel,UNKNOWN,No emotion toward brand or product,Neutral,Apple,124
5746,RT @mention Heads up! RT @mention Come and see the new awesome FlairBuilder release. {link} Great tool #sxsw #ux,UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,112
5747,RT @mention Heard about Apple's pop-up store in downtown Austin? Pics are already on Gowalla: {link} #sxsw [Pop-POP!],UNKNOWN,No emotion toward brand or product,Neutral,Apple,117
5748,RT @mention Heard about Apple's pop-up store in downtown Austin? Pics are already on Gowalla: {link} #sxsw #iPad2,UNKNOWN,No emotion toward brand or product,Neutral,Apple,113
5750,"RT @mention Hearing @mention travels across US through social connections, people wandering around with iPad 2s and t-shirts with QR codes. #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Apple,145
5751,RT @mention Hearing that google may launch a social network at an event tonight.  #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,87
5753,RT @mention heh. RT @mention Apple opening temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,116
5754,"RT @mention Hello #sxsw ppl if U wnt 2 share mobile vid @mention the show download {link} share 2 mobile friends, tweet, etc #client",UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,132
5755,"RT @mention Hello, Holler Gram! Come take a look at our new (and first!) iPad app {link} #hollergram #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Apple,106
5757,RT @mention Here is a list of all the music performers at #SXSW {link} .  I used jQuery to screen-scrape it :),UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,110
5758,RT @mention Here it is! Join actsofsharing.com and starting tonight the person with the most friends in their city by end of #SXSW wins an iPad 2!!!,UNKNOWN,No emotion toward brand or product,Neutral,Apple,148
5759,RT @mention Here it is! My #sxsw itinerary. All of these events are free and don't require band/badge. {link} Enjoy the fest :),UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,127
5760,"RT @mention Here's a free @mention sampler, to celebrate #SXSW this year, including Barton Hollow: {link} / nice!",UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,113
5762,RT @mention Hey @mention do you have an iPhone? We'd love to turn your art into a iPhone case. Let us know! #zazzlesxsw #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,125
5764,"RT @mention Hey #Austin, know a little about #iPhone or #Android, love music &amp; wanna make $20/hour during #SXSW?  Please let me know.",UNKNOWN,No emotion toward brand or product,Neutral,BOTH,137
5765,RT @mention Hey #nerdbird crew - grab our app and snap some freak pics! {link} #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,84
5766,RT @mention Hey #sxsw #sxswi folks. If you want to learn about security come over to #bsidesaustin {link},UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,105
5767,"RT @mention Hey #sxsw exhibitors, why not capture your booth experience with a Retrollect disc? Most popular disc wins iPad 2! {link}",UNKNOWN,No emotion toward brand or product,Neutral,Apple,133
5768,RT @mention Hey #SXSW folks: free lunch from La Condesa at the Pepsi Max Lot! Map: {link},UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,89
5769,RT @mention Hey #SXSW how bout donating all this $ your spending on the new #iPad to Japan. Do you REALLY need that thing?,UNKNOWN,No emotion toward brand or product,Neutral,Apple,122
5770,"RT @mention Hey #SXSW movers and shakers, @mention is publishing a &quot;Poke the Box&quot; eBook next week. Get involved: {link}",UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,129
5771,RT @mention Hey #sxsw presenters &amp; attendees! Here are tips on how to show presentations on the #iPad and #iPhone {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,124
5773,"RT @mention Hey #sxsw, there's some offers out there for ya {link}",UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,66
5776,"RT @mention Hey Austin, know a little about #iPhone or #Android, love music &amp; wanna make $20/hour during #SXSW?  (Sure...)",UNKNOWN,No emotion toward brand or product,Neutral,BOTH,126
5777,"RT @mention Hey Austin, know a little about #iPhone or #Android, love music &amp; wanna make $20/hour during #SXSW?  Please let me know.",UNKNOWN,No emotion toward brand or product,Neutral,BOTH,136
5779,"RT @mention Hey if you're at #sxsw, try out the early iPhone/android beta of Hitchery and let us know what you think! {link}",UNKNOWN,No emotion toward brand or product,Neutral,BOTH,124
5780,"RT @mention Hey, #SxSW attendees. Summon your own town car when party hopping with an iPhone and @mention Nothin��_ (cont) {link}",UNKNOWN,No emotion toward brand or product,Neutral,Apple,129
5781,"RT @mention Hey, Apple fans! Get a peek at the space that's slated to be a pop-up #SXSW Apple Store tomorrow: {link}",UNKNOWN,No emotion toward brand or product,Neutral,Apple,116
5782,"RT @mention Hey, if you're at #SXSW check out my pals @mention They're crucial dudes.Just fuckin' google to see when they're playing or whatever",UNKNOWN,No emotion toward brand or product,Neutral,Google,144
5784,"RT @mention Hi! If you accidentally took my iPad from the #techi set #pepsicostage, 
would you please return it to me? #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Apple,124
5785,"RT @mention Hi! If you accidentally took my iPad from the #techi set #pepsicostage, 
would you please return it to me? #sxsw {link}",UNKNOWN,No emotion toward brand or product,Neutral,Apple,131
5786,RT @mention Hipster or hobo? Only way to tell is the iPhone. #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,66
5788,"RT @mention Hiring marketers, designers, creatives, social media pros... Come see #Aquent booth 1415 #SXSW trade show. You might win iPad 2",UNKNOWN,No emotion toward brand or product,Neutral,Apple,139
5789,RT @mention Historical photo mashup with Google maps at {link} #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Google,68
5793,RT @mention Hmm....only 9? #SXSW right-brain #mwrc11 left-brain?? :) RT @mention @mention at #SXSW 9 out of 10 attendees have Mac or iPad,UNKNOWN,I can't tell,Neutral,Apple,137
5794,"RT @mention Hmmmm..... RT @mention Google to Launch Major New Social Network, &quot;Circles&quot; -possibly Today {link} #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Google,126
5795,RT @mention HOBO WITH A SHOTGUN iPhone game {link} #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,56
5798,"RT @mention Homeless guy in front of Apple pop-up store here at #sxsw is holding a sign that says, &quot;Need money for iPad 2&quot;",UNKNOWN,No emotion toward brand or product,Neutral,Apple,132
5799,"RT @mention Hoot New Blog post:HootSuite Mobile for #SXSW~Updates for iPhone,BlackBerry,Android {link}",UNKNOWN,No emotion toward brand or product,Neutral,BOTH,102
5800,"RT @mention Hoot! New Blog post: HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}",UNKNOWN,No emotion toward brand or product,Neutral,BOTH,113
5801,"RT @mention HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link} via @mention",UNKNOWN,No emotion toward brand or product,Neutral,BOTH,105
5802,RT @mention Hope they leave it up after #SXSW RT @mention Apple Opening Pop-Up Store In Austin For SXSW {link} by @mention,UNKNOWN,No emotion toward brand or product,Neutral,Apple,122
5803,RT @mention Horror stories from women in tech: {link} #sxsw #9to5,UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,65
5805,RT @mention Hotpot #google #marissameyer what is next #Clevelandsteamer. #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,78
5808,RT @mention How many of you are in Austin? Follow @mention to find out what our Googlers are up to at #sxsw {link},UNKNOWN,No emotion toward brand or product,Neutral,Google,114
5809,RT @mention How the hell am I supposed to get the new IPad when I am stumbling around Austin during #SXSW #notwinning,UNKNOWN,No emotion toward brand or product,Neutral,Apple,117
5810,RT @mention How to design for baby boomers: DON'T. John McRee on #iPad design #sxsw #yourmom,UNKNOWN,No emotion toward brand or product,Neutral,Apple,92
5812,RT @mention How to improve website rankings: Advice from Google &amp; Bing at #SXSW {link} via @mention,UNKNOWN,No emotion toward brand or product,Neutral,Google,103
5814,"RT @mention I Added Linkedin =) -  HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}",UNKNOWN,No emotion toward brand or product,Neutral,BOTH,115
5825,RT @mention I hope everyone RSVP'd for the temporary downtown Austin Apple store for #SXSW.,UNKNOWN,No emotion toward brand or product,Neutral,Apple,91
5827,RT @mention I just found BBQ sauce on my iPad - tech and Texas really do come together here!  #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Apple,99
5829,"RT @mention I left my WHITE iPhone 4G in a cab in Austin at #SXSW

Internet, please help.",UNKNOWN,No emotion toward brand or product,Neutral,Apple,89
5830,"RT @mention I may not have invites to all the &quot;cool&quot; #sxsw #sxswi parties, but I do have two iPhone chargers in my pocket, so you'll be happy to see me!",UNKNOWN,No emotion toward brand or product,Neutral,Apple,162
5834,RT @mention I was going to mock the tech-nerds for coming to #sxsw only to stand in a 4-hour line for an iPad 2. Then I remembered me and horror movies.,UNKNOWN,No emotion toward brand or product,Neutral,Apple,152
5835,RT @mention I will be in Austin this weekend @mention #SXSW supporting Smarty Ears' launch of new iPad apps for Speech Therapy {link} #sxswh #sxsh,UNKNOWN,No emotion toward brand or product,Neutral,Apple,146
5836,RT @mention I wish @mention &amp; @mention would make WhisperGram - HollerGram for iPhone size screen. #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,108
5837,RT @mention I wish the apple store employees cheering for all the people in line at the pop up apple store would cheer me on while I do timesheets #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Apple,152
