tweet_text,labeled_brand_or_product,detected_emotion,sentiment,brand,tweet_char_count
"contextual discovery, how to find answers to your questions #google #SxSW",UNKNOWN,No emotion toward brand or product,Neutral,Google,73
It is well known steve jobs hates #sxsw RT @mention iPhone just autocorrected &quot;sxsw&quot; to &quot;ass's&quot;.,UNKNOWN,No emotion toward brand or product,Neutral,Apple,116
"New Social Media Tool! RT @mention Google to Launch Major New Social Network, &quot;Circles&quot; -possibly Today {link} #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Google,126
"Out of all my devices the iPad is the only one that can hang an entire day at #sxsw... 37% remaining, the others died hours ago.",iPad,Positive emotion,Positive,Apple,128
won't call myself 'major' yet :p RT @mention Google to Launch Major New Social Network Called Circles {link} #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,114
New social network from Google? News abuzz about the launch of #GoogleCircles at #SXSW,Other Google product or service,Positive emotion,Positive,Google,86
New social network may debut at #SXSW Google Circles {link} #EatDrinkTweet  Not done with you yet!,Other Google product or service,Positive emotion,Positive,Google,98
"New Social Network may launch 2day! &quot;Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw�۝",Other Google product or service,Positive emotion,Positive,Google,129
"Msft panel on touch interfaces shows a bunch of tablets, but no iPad #sxsw #DontBeHatin",iPad,Positive emotion,Positive,Apple,87
Apple will open a popup store Friday at 6th and Congress. #SXSW via satesman.com,UNKNOWN,No emotion toward brand or product,Neutral,Apple,80
Historical photo mashup with Google maps at {link} #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Google,56
"Things ppl say about/to @mention make me laugh.  You want free turn-by-turn gps, but wait - don't take pics of the sidewalk #cmon #SXSW",UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,135
&quot;Will take time for others to catch up to iPad.&quot; @mention #tapworthy #sxsw,iPad,Positive emotion,Positive,Apple,84
Super cool that #Apple's pop up store for #SXSW will be in our office building! {link} @mention #SXSWi #Austin,Apple,Positive emotion,Positive,Apple,110
Took until the 8th row on the plane to spot an iPad! I thought we were going to #SXSW? #elonsxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,96
S/O TO ALL THE PEOPLE WHO HAD TO GOOGLE #SXSW.... I DIN KNOW EITHER... (i'm hip now though!!!),UNKNOWN,No emotion toward brand or product,Neutral,BOTH,94
Why is all the prizes at #SXSW apple products? Sigh,Apple,Negative emotion,Negative,Apple,51
SXSW panel: Google envisions search without searches: {link} #sxsw #sxswi,UNKNOWN,No emotion toward brand or product,Neutral,Google,73
A ���special��� Apple Store in 6th and Congress opens today in Austin. #sxsw attendees will be able to buy their iPad2 starting at 5pm.,UNKNOWN,No emotion toward brand or product,Neutral,Apple,135
"#sxsw html5 Apple/Microsoft will likely be doing javascript integration. @mention Browsers compete, not collaborate. System is amoral.",UNKNOWN,No emotion toward brand or product,Neutral,Apple,134
no umbrella when you have &quot;the list&quot; via @mention ��� Are you all set? ��_ {link} ��_ #edchat #musedchat #sxsw #sxswi #newTwitter,UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,139
Won 2nd place in Fandango karaoke. 1st prize was 1 yr Fandango tkts - useless in Canada. 2nd prize *is* more useful: an iPad! #sxsw,iPad,Positive emotion,Positive,Apple,131
"iPhone, BlackBerry &amp; Android HootSuite App Updated for #SXSW - {link} via HootSuite",UNKNOWN,No emotion toward brand or product,Neutral,BOTH,87
Lol. So glad Chris Poole is showing some #memes. &quot;Why you no text me no more?&quot; is pretty funny. Google it. #sxswmoot #sxswi #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,139
This one lady is shopping on Bluefly during the iPad nav design panel. Boots. #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,83
What's a laptop? RT @mention I think I may go iPad only -- no laptop -- today at #SXSWi.  Any #SXSW (cont) {link},iPad,Positive emotion,Positive,Apple,113
"At Josh Clark's #sxsw session on iPad/tablet development. First note, iPad more of a leisure/planning/restful device. #tapworthy #webvisions",iPad,Positive emotion,Positive,Apple,140
@mention Last but not least  get a copy of Stupid Game Plus for your iPhone {link} also for a special #sxsw price!,iPad or iPhone App,Positive emotion,Positive,Apple,114
It's our last day here at the #fastcompanygrille -- come by for the last day of iPhone makery! #zazzlesxsw #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,112
Next and last panel for today: &quot;Google Doodles: Burning Man to Pac-Man and Beyond&quot; #SXSW #SXSWi #GoogleDoodles,UNKNOWN,No emotion toward brand or product,Neutral,Google,120
"24 hours later, we retreat back to our hotel, bushwhacked. Ringo Deathstarr'd, never seen so many effects pedals  #sxsw {link}",UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,126
Grab the latest @mention before #SXSW! {link},UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,45
"@mention latest iPhone, are you at #SxSW? How long would it take to fix and how much.",UNKNOWN,No emotion toward brand or product,Neutral,Apple,85
SO COOL: latest version of google maps mobile has 3D buildings. Not sure if they've mapped Aus to that detail yet ;-) #sxsw,Other Google product or service,Positive emotion,Positive,Google,123
@mention launched there 1st iPad app at #SXSW! Get all the details + the first edition FREE,UNKNOWN,No emotion toward brand or product,Neutral,Apple,91
@mention launching Gowalla 3 for Droid at #SxSW - should push 4square and Groupon {link},Android,Positive emotion,Positive,Google,88
iPad 2 sold out in all retail stores...except for #sxsw pop up store in Austin? #igottagetit,iPad,Positive emotion,Positive,Apple,92
"#iPad2 Sold Out, 70% Went to New Buyers - WOW!  {link} via @mention @mention #sxsw",iPad,Positive emotion,Positive,Apple,82
"iPad 2 Sold Out, 70% Went to New Buyers [REPORT] - {link} #sxsw #socialmedia #tech #ipad2 #media",UNKNOWN,No emotion toward brand or product,Neutral,Apple,96
They should stock up on Mophie juice packs: Apple temp store opens in Austin for #SXSW &amp; iPad 2 launch {link} via @mention,UNKNOWN,Positive emotion,Positive,Apple,126
"I just held the new iPad, I have envy, but my baby is still working so well at #sxsw.",iPad,Positive emotion,Positive,Apple,85
"Man, Google *should* launch Circles at #SXSW. Talk about striking while the iron is hot. | @mention @mention",Google,Positive emotion,Positive,Google,108
"Lovin apple &amp; ipad2
#apple #austin #SXSW",iPad,Positive emotion,Positive,Apple,44
Cant handle #SxSW traffic? RT @mention Dear @mention your own app for iPhone has sucked all day. #crashing,iPad or iPhone App,Negative emotion,Negative,Apple,106
Love Google Analytics! Thanks to the followers at #SXSW who took the time to check out my new post!,Other Google product or service,Positive emotion,Positive,Google,99
Hope people ask the tough questions. RT @mention Reminder: Android and Chrome TTS talk @mention 1 PM today!  {link}  #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,122
"This double buzzing issue with iPhone iOS 4.3 is getting annoying. In other news, an iPhone may fly across the room at #GR2L2 #SXSW",iPhone,Negative emotion,Negative,Apple,131
Geen Google Circles vandaag! RT @mention We're not launching any products at #SXSW but we're doing plenty else.,UNKNOWN,No emotion toward brand or product,Neutral,Google,111
Will Google Circles take on Facebook?  {link} #circles #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,60
Will Google Circles take on Facebook. {link} #circles #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,59
LOL. #Apple erects temporary Apple Store in #Austin for #SXSW to sell #iPad 2. {link},UNKNOWN,I can't tell,Neutral,Apple,85
Any #Google fans in town for #SXSW? Stop by the Austin GTUG meeting Wednesday the 7th at 7:00pm. map link: {link},UNKNOWN,No emotion toward brand or product,Neutral,Google,113
Next battle for banks are mobile phone operators and Google &amp; Apple. #bankinnovation #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,BOTH,94
Chris Poole from 4chan recommends you Google: refrigerator magnet game. Very cute shared experience game. #sxswmoot #sxsw #sxswi,Other Google product or service,Positive emotion,Positive,Google,128
"#tech Apple heads to #SXSW, sets up temporary store in Austin {link}",Apple,Positive emotion,Positive,Apple,68
More #apple iPads per capital at #sxsw then anywhere else in the world except for Foxconn,UNKNOWN,No emotion toward brand or product,Neutral,Apple,89
&quot;Apple is the most elegant fascist company in America.&quot; #flipboard #SXSW,Apple,Negative emotion,Negative,Apple,82
Will Google launch a new social network called 'Circles' at South by Southwest today?  {link}  #SXSW #Circles #Google,UNKNOWN,No emotion toward brand or product,Neutral,Google,117
Have Google launched their next social media flop yet? #sxsw,Other Google product or service,Negative emotion,Negative,Google,60
&quot;Apple likes it if you pay them. That's what Apple likes.&quot; - Barry Diller #SXSW (@mention ACC - Ballroom D) [pic]: {link},Apple,Negative emotion,Negative,Apple,131
Line a mile long outside. Lucky to get in just to sit on the floor -Your Mom Has An iPad. I miss the old days at #sxsw before 40% + growth!,UNKNOWN,I can't tell,Neutral,Apple,139
That Google Maps for Mobile demonstration just rocked my world. #SXSW #UOsxsw #marissamayer,Other Google product or service,Positive emotion,Positive,Google,91
Wow! Google maps for mobile v5 demo at #sxsw. Very nice.,Other Google product or service,Positive emotion,Positive,Google,56
The #google name was built on gettinng stuff out there and trying it with users to see what works. #marissagoogle #sxsw,Google,Positive emotion,Positive,Google,119
&quot;Apple opening a temporary store in Austin for SXSW and the iPad 2 launch:&quot; {link} #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Apple,98
GSDM Google party is off the hook! #SXSW  {link},Google,Positive emotion,Positive,Google,48
"#SXSW Apple Pop Up Store still has iPads in stock, we are waiting on line {link} via @mention #apple #ipad2�۝",UNKNOWN,No emotion toward brand or product,Neutral,Apple,109
Will Google preview a major new social service called Google Circles today at #SXSW {link},UNKNOWN,No emotion toward brand or product,Neutral,Google,90
Will Google reveal a new social network called Circles?  {link} #Google #Facebook #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Google,87
Will Google reveal a new social network called Circles? #Google #Facebook #Twitter #SXSW {link},UNKNOWN,No emotion toward brand or product,Neutral,Google,95
will Google reveal a new social network called Circles? #Google #Facebook #Twitter #SXSW {link} (via @mention,UNKNOWN,No emotion toward brand or product,Neutral,Google,109
Will Google reveal a new social network called Circles? #Google #Facebook #Twitter #SXSW {link} via @mention,UNKNOWN,No emotion toward brand or product,Neutral,Google,108
"#tech Apple saves #SXSW, set to open pop-up store {link}",UNKNOWN,No emotion toward brand or product,Neutral,Apple,56
"Cool. Apple sets up 5,000 sq. ft. temporary store at #SXSW to sell iPad 2's. {link}",Apple,Positive emotion,Positive,Apple,83
Popup Apple Store crew has been giving out water to the people in line but they are in street clothes. No Apple logos anywhere yet. #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Apple,137
Popup Apple Store opens up for #SXSW. Love that this is going to be right in the middle of the action. {link} via @mention,Apple,Positive emotion,Positive,Apple,122
Japan Apple Stores serve as rallying point after massive quake {link} #entry #friends #house #sxsw,Apple,Positive emotion,Positive,Apple,98
"love google street maps. Getting an idea of where everything is, in relation to the Austin Convention Center. Alamo Drafthouse Cinema #sxsw",Other Google product or service,Positive emotion,Positive,Google,139
Make people think they've arrived @mention wrong website. Make them go to Google to search for your site again #killcommunity  via @mention #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,145
From #Apple to #Naomi Campbell: pop-up stores are all the rage: {link} #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,76
From #Apple to Naomi Campbell: pop-up stores are all the rage: {link} #sxsw,Other Apple product or service,No emotion toward brand or product,Neutral,Apple,75
From #Apple to Naomi Campbell: pop-up stores are all the rage: {link} #sxsw: From #Apple to Naomi Ca... {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,110
Cool! Apple to open temporary store at SXSW {link} #sxsw,Apple,Positive emotion,Positive,Apple,56
nice! Apple to open pop-up store during #sxsw across from my office. {link},Apple,Positive emotion,Positive,Apple,75
"Will Google TV v 2 be too late, overrun by XBox, PS3, Wii, Netflix and the like; all ready now? #SXSW Barry Diller QA",UNKNOWN,No emotion toward brand or product,Neutral,Google,117
When Google were talking about &quot;topicality and reputation&quot; in search ranking I'm sure I saw Bing writing down notes... #qagb #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,140
"Dear google, your photobooth sucks. #sxsw",Other Google product or service,Negative emotion,Negative,Google,41
&quot;Apple: the most elegant fascist corporation in America today.&quot; -- Kara Swisher #sxsw #flipboard,Apple,Negative emotion,Negative,Apple,106
SXSW people: There is no Hacky Sack app on the iPAD - so stop asking.  #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Apple,76
This Google/Bing Q&amp;A panel is like the world's most expensive SEO consultation. #SXSW,Google,Positive emotion,Positive,Google,89
Temp #Apple$tore set up for #SXSW YAY! {link} #Austin #tech,Apple,Positive emotion,Positive,Apple,59
Rumours cleared &gt;&gt; RT @mention We're not launching any products at #SXSW but we're doing plenty else. Join us {link},UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,122
About to learn all about design headaches for iPad #sxsw,iPad,Negative emotion,Negative,Apple,56
Ready to learn! &quot;Designing iPad Interfaces - New Navigation Schemas&quot; #SXSW #UXDes,iPad,Positive emotion,Positive,Apple,91
On plane leaving for #sxsw.... I have never seen so many #apple devices on one plane! ;-),Apple,Positive emotion,Positive,Apple,89
Google celebrating Pi Day in style at #SXSW -  {link},Google,Positive emotion,Positive,Google,53
"*Spark selected as a finalist in Team Android Choice awards! If you're in Austin 3/13, please come &amp; support {link} #sxsw",Android,Positive emotion,Positive,Google,125
Yeah Googlegays! Get your SxSWSex on! @mention Popular Gay Dating App Grindr Now on Android - {link} #Grindr #SxSW,Android App,Positive emotion,Positive,Google,114
"At #SxSW Leo Laporte pledges a fan's wife 1 &quot;GB Wifi White iPad&quot;. How about!? And, no, Leo was not drunk.",UNKNOWN,No emotion toward brand or product,Neutral,Apple,115
Barry Diller interview at #SXSW was pretty high level. Does not understand the Daily on iPad. All company valuations are high.,UNKNOWN,I can't tell,Neutral,Apple,126
"Barry Diller says iPad-only magazines like The Daily don't make sense, {link} #sxsw",iPad or iPhone App,Negative emotion,Negative,Apple,83
Barry Diller says that you're silly if you write content for one form factor only. Apple like it because they get money #SXSW,Apple,Negative emotion,Negative,Apple,125
"Barry Diller Talks Daily Beast/Newsweek, The Daily, and the #iPad at #SXSW {link} #seo #sem #thedaily #barrydiller #topnews",UNKNOWN,No emotion toward brand or product,Neutral,Apple,123
Barry Diller: I have a truly emotional thing about the iPad. Harlow: iPad2? Diller: &quot;It's better.&quot; #sxsw,iPad,Positive emotion,Positive,Apple,114
Barry Diller: Newsbeast Merger Might Not Work: Barry Diller... {link} #News #Barry_Diller #iac #Newsweek #sxsw #Cyber #iPhone,UNKNOWN,No emotion toward brand or product,Neutral,Apple,125
Barry Diller: will not do an iPad-only newspaper app. &quot;iPad will be superseded.&quot; #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Apple,96
Barry Diller's pragmatic and straight forward which is nice. Looks like he wants us to grab pitchforks vs. Apple #SXSW,Apple,Negative emotion,Negative,Apple,118
Every outlet in this bar has an iPhone charger in it. #sxsw (@mention The Driskill Hotel Bar w/ 16 others) [pic]: {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,120
@mention Let me know if you don't get an Apple TV from #sxsw. I have a colleague who'll fly to Vegas for a short trip in a few days.,UNKNOWN,No emotion toward brand or product,Neutral,Apple,132
"IPad, tablet, etc are aiding in greater adoption of mobile devices because screen size is larger #mobilefarm #SXSW",UNKNOWN,No emotion toward brand or product,Neutral,Apple,114
@mention let's go to the apple store and score an ipad. #sxsw #widfy,iPad,Positive emotion,Positive,Apple,68
And how clever that the iPad2 comes out the first day of #SXSW with a pop up apple store right indoor town Austin. Clever!,iPad,Positive emotion,Positive,Apple,122
: Aron Pilhofer from The New York Times just endorsed HTML over iPad at the #NewsApps #sxsw and asked us not to tweet what he actually said!,iPad,Positive emotion,Positive,Apple,140
Austin police hard at work guarding the Apple store. #sxsw {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,65
"I mean, sliced bread is great. But google bread is going to be revolutionary. #sxsw",Google,Positive emotion,Positive,Google,83
My sis Julie and I are in a life and death Rockaroke struggle to win her an iPad at the #Fandango #SXSW party. Hole and Bad Religion so far,iPad,Positive emotion,Positive,Apple,139
"You want likability of Virgin, trustworthiness of Zappos and product of Apple. @mention #pnid #sxsw #enchantment",Apple,Positive emotion,Positive,Apple,112
"It looks like a laptop, but it's a dock for the Motorola Atrix, an Android phone from #ATT. It is awesome. #SXSW {link}",Android,Positive emotion,Positive,Google,119
Partying like it's 1986 (last time privacy law updated) with Google and the ACLU #sxsw (@mention Maggie Mae's) [pic]: {link},UNKNOWN,Positive emotion,Positive,Google,124
&lt;Nice lil sizzle reel&gt; #SXSW: By the numbers (VIDEO) {link} #music #socialmedia,UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,85
"First in line @mention #sxsw @mention store for the #ipad2!! (@mention Apple Store, SXSW) [pic]: {link}",Apple,Positive emotion,Positive,Apple,103
10:30 AM line at Apple pop-up store in Austin. It opens at 5 PM. #sxsw {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,77
The long line at the Ginger Man's bathroom just saved me $829. The #SXSW pop-up Apple store closed right at midnight (as I walked up).,UNKNOWN,No emotion toward brand or product,Neutral,Apple,134
"141st in line for #ipad2 at #SXSW (@mention Apple Store, SXSW w/ 38 others) {link}",UNKNOWN,No emotion toward brand or product,Neutral,Apple,82
Mad long line for Google party at Maggie Mae's. Hope it's worth it.. but with 80s theme I am very optimistic #sxsw,UNKNOWN,Positive emotion,Positive,Google,114
"First in line this morning at the Apple pop-up store in Austin, @mention caught the @mention this morning {link} #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Apple,118
Apple declines to be at the html5 browser wars IV panel #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Apple,61
Apple selling iPad 2 at #sxsw. California is great at building cult followings. {link},iPad,Positive emotion,Positive,Apple,86
Who's killing it at #chevytweethouse ? @mention - the iPad DJ! #sxsw {link},iPad,Positive emotion,Positive,Apple,75
Still feeling pukey and jet blue terminal was smelling like farts. Managed to buy apple slices for $5 too. #notwinning #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,124
Apple selling the new Terp2it album? RT @mention Now more than 200 lined up for #SXSW Apple pop up store,UNKNOWN,No emotion toward brand or product,Neutral,Apple,104
@mention link to google story doesn't work. ??  thx! #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Google,58
@mention link? or I have to google it huh?  see u in austin for #SXSW? let me buy you a drink if you'll be there!,UNKNOWN,No emotion toward brand or product,Neutral,Google,113
about to listen to a talk from @mention Marissa Mayer at #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,62
Going to listen to former @mention coworker speak about his &quot;trip&quot; to Mars with NASA then iPad time! #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,116
Staying Alive: Can Indie iPhone Game Development Survive?  #sxsw (@mention ACC - Room 12AB w/ 22 others) {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,111
watching live. Not the tsunami. Apple iPad line at Austin #sxsw. Mostly @mention oh and that sexy @mention,UNKNOWN,No emotion toward brand or product,Neutral,Apple,106
Never realized that there was a story/meaning behind every Google logo. So cool. Loving hearing from the #GoogleDoodle Team! #gsdm #sxsw,Google,Positive emotion,Positive,Google,136
Austin folks: Any stores that carry Apple accessories (keyboard/mouse) near Alamo Lake Creek? Mine didn't make the trip #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,125
calling all android &amp; iphone app devs you need to follow @mention NOW &amp; find him at #sxsw screenburn for cool swag,UNKNOWN,No emotion toward brand or product,Neutral,BOTH,122
"I just fell asleep for 2 hours with my eyes open, staring into the #SXSW stream on my iPad 2. {link}",UNKNOWN,No emotion toward brand or product,Neutral,Apple,100
iPad 2 will be taking over #SXSW. I'm prepared for this to be the most fun weekend of my career.,iPad,Positive emotion,Positive,Apple,96
Google Will Connect the Digital &amp; Physical Worlds Through Mobile -{link} #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,82
Google Will Connect the Digital &amp; Physical Worlds Through Mobile {link} #sxsw #mobile #mcommerce,UNKNOWN,No emotion toward brand or product,Neutral,Google,100
Google will eat itself #rhizome #sxswk #sxsw  @mention Hilton {link},Google,Negative emotion,Negative,Google,68
Omg.. Still in line for the new iPad n dieing of hunger! #sxsw who else is in line?,iPad,Positive emotion,Positive,Apple,83
Welcome all iPad 2 owners and new used iPad owners. There's room for everyone at this party. #SXSW #postPC,iPad,Positive emotion,Positive,Apple,106
Google will launch a new Social Network called #CIRCLES {link} Focused on increased privacy &amp; relevance....announced at #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Google,129
Google will launch major new social network called Circles. #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Google,65
Google soll noch heute Social Network #Google #Circles starten. {link} #SXSW (via @mention @mention,UNKNOWN,No emotion toward brand or product,Neutral,Google,99
"Google will not launch Facebook competitor Circles @mention #sxsw today as thought, creeper half-friends the world over disappointed.",Google,Negative emotion,Negative,Google,133
"Google will preview major new social service, Circles, at #sxsw today, says @mention {link}  (ht @mention",UNKNOWN,No emotion toward brand or product,Neutral,Google,105
Hearing all sorts of conflicting reports about Google launching Circles/GoogleMe/+1 at #SXSW. Any real word in Austin? {link},UNKNOWN,No emotion toward brand or product,Neutral,Google,125
"And it will suck. RT @mention RT @mention Google will preview major new social service, Circles, at #sxsw today {link}",Other Google product or service,Negative emotion,Negative,Google,118
Google will take over the world #SXSW (@mention ACC - Ballroom D w/ 97 others) {link},Google,Positive emotion,Positive,Google,85
Look at all these people at #sxsw with iPad 1's. No shame.,iPad,Negative emotion,Negative,Apple,58
"I want yall to know Apple built a pop up store in 3 days, only selling the iPad2, wow #sxsw {link}",Apple,Positive emotion,Positive,Apple,98
"Morning all, so will we be hearing about Google Circles Today? {link} #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Google,75
Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! #sxsw,Android App,Positive emotion,Positive,Google,86
App is called 'your hands' #sxsw RT @mention Need an app to turn my iPhone into a wifi mouse for my iPad. Exist?,UNKNOWN,No emotion toward brand or product,Neutral,Apple,112
"Hello, Holler Gram! Come take a look at our new (and first!) iPad app {link} #hollergram #sxsw",iPad or iPhone App,Positive emotion,Positive,Apple,94
"Hello, Holler Gram! Get to know @mention new iPad app {link} #hollergram #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Apple,78
{link} Killer shot I got last night of @mention at the #nokiaconnects concert for #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,87
I realllllllly need to upgrade my phone haha RT @mention 10 iPhone Apps you�۪ll Probably Need and Use During #SXSW {link},iPad or iPhone App,Positive emotion,Positive,Apple,121
Barton Hollow is a free song download &amp; featured album on @mention @mention 2011 Featured Mix! {link} #iTunes #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,119
I feel silly but cannot figure out how to update the #sxsw mobile app on android. It doesn't seem to have &quot;options&quot; (bottom left button)?,UNKNOWN,Negative emotion,Negative,Google,147
Had a really good look at IE9 today @mention #sxsw and as an Apple #fanboy I was very impressed,iPad or iPhone App,Positive emotion,Positive,Apple,95
"Tim O'Reilly his Web 2.0 definition - companies that survived built value from consumer-generated data. eBay, Amazon, Google. #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Google,131
"I was really hoping #SXSW would bring an Android version of @mention Oh well, maybe someday...a long time from now.",Android App,Negative emotion,Negative,Google,115
"Will overload of info delivered by Google kill discovery? Google says ppl won't lose curiosity, but I wonder...We need serendipity. #SXSW",Google,Negative emotion,Negative,Google,137
"Data overload? EVERY month: 45bil pieces of #Facebook content, 3bil tweets &amp; 11bil #Google searches. #SXSW",UNKNOWN,No emotion toward brand or product,Neutral,Google,110
Just downloaded an ipad app for countering jetlag in Austin. #sxsw,UNKNOWN,Positive emotion,Positive,Apple,66
Just downloaded the #sxsw go app off the android market... let's get ittttt,Android App,Positive emotion,Positive,Google,75
Just downloaded the Asddieu app in preparation for #sxsw.  Pumped.  You need to check it out  {link} #app #events #networking,iPad or iPhone App,Positive emotion,Positive,Apple,125
"Woman in lobby: &quot;there's a website called, like, stupid iPhone speller, and it's ppl taking pics of funny autocorrected words.&quot; #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Apple,143
Rumoured location of apple pop up store iun austin texas #sxsw...cheers {link},Apple,No emotion toward brand or product,Neutral,Apple,78
Guy Gets Logo Tattoo For iPad {link} at #sxsw #austin,UNKNOWN,No emotion toward brand or product,Neutral,Apple,53
@mention Lol. Here at #sxsw Apple have a pop up store. iPad 2's are flying off the shelves. It's a hipster feeding frenzy!,iPad,Positive emotion,Positive,Apple,122
"Wow very long queue of people at apple pop up store now, some have bought 3 iPads! #sxsw@mention Room#NokiaConnects",iPad,Positive emotion,Positive,Apple,115
@mention look! RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW ... {link},UNKNOWN,Positive emotion,Positive,Apple,114
@mention Looks like you could get your iPad2 here {link} #apple #sxsw,iPad,Positive emotion,Positive,Apple,69
Awesome. Lost colleague. Left iphone in car. #fail #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,56
@mention lost its way by caring too much about its business.  - tim o'reilly #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,82
I expect lots of buzz about iPad 2 at #sxsw since it comes out tomorrow. But will it support Flash? Maybe so: {link} #elonsxsw,iPad,Positive emotion,Positive,Apple,126
kinda jealous of the ubiquity of ipad's here...#sxsw,iPad,Positive emotion,Positive,Apple,52
"A lot of love for Google APIs in session on visualizing government data @mention #sxsw, including My Maps, Maps API, Fusion Tables and Refine.",Other Google product or service,Positive emotion,Positive,Google,142
@mention love the #ipad2.  Got one at the pop-up Apple Store for #sxsw attendees.,iPad,Positive emotion,Positive,Apple,81
@mention love what y'all do at #SXSW. How come I'm getting login authorization error almost every time I open my app on iPhone?,iPad or iPhone App,Negative emotion,Negative,Apple,127
Apple employee psyches up line at pop up shop at #SXSW moments before iPad 2 goes on sale!  {link},Apple,Positive emotion,Positive,Apple,98
Apple employees just showed up in force to the #SXSW PopUp Apple Store. #iPad2,UNKNOWN,Positive emotion,Positive,Apple,78
Whrrl girls handing out chances to win 2 Audi cars! Come find us! #SXSW (@mention Apple Store SXSW) {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,106
Apple built a pop up store in 3 days for #SXSW. Open 24/7 only selling iPad 2's,UNKNOWN,No emotion toward brand or product,Neutral,Apple,79
Apple built an experience ecosystem with the iPod. The MP3 player is just an app.  #critthink #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,99
"RT #LOVE&lt;=&gt; Hey Austin, know a little about #iPhone or #Android, love music &amp; wanna make $20/hour during #SXSW? Please let me know.: Hey...",UNKNOWN,No emotion toward brand or product,Neutral,BOTH,149
4 Most Valuable Apple iPad Apps; Top Critical Tasks Managed | uber.la &lt; all ipad all day #sxsw {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,104
@mention Luckily @mention has a pop up store at #SXSW!,UNKNOWN,Positive emotion,Positive,UNKNOWN,54
"Hey, you lucky dogs at #SXSW with iPads -- check out the Holler Gram app: {link}",iPad,Positive emotion,Positive,Apple,80
"After failure of Google buzz, Google Latitude, now Google Circle! Seriously Google needs to concentrate more on search! #FAIL #google #sxsw",Google,Negative emotion,Negative,Google,139
We're at Lustre Pearl for #teamandroidsxsw cause we love our Android geeks! #sxsw {link},Android,Positive emotion,Positive,Google,88
Mr Heavenly (aka the band w/ Michael Cera) ready to rock the Bat Bar at #sxsw. iPhone cameras de rigeur.,iPhone,Positive emotion,Positive,Apple,104
"Very timely #SXSW RT @mention Bing's search engine share continues to rise, up to 13.6%. Google still tops at 65.4% {link}",Google,Positive emotion,Positive,Google,122
