id,tweet_text,labeled_brand_or_product,detected_emotion,sentiment,brand,tweet_char_count
4302,Google handing out free pi for pi day! #SXSW #win,Google,Positive emotion,Positive,Google,49
4303,I cant handle everyone's tweets about the new Flipboard. #Jealous Thinking about taking the plunge and buying an iPad at #SXSW,iPad,Positive emotion,Positive,Apple,126
4308,"At Team Android party, come by @mention table &amp; show us Appolicious app on yr phone to enter to win Nexus S! {link} #sxsw",Android,Positive emotion,Positive,Google,125
4309,My free android tshirt #SXSW  {link},Android,Positive emotion,Positive,Google,36
4313,Domo iPhone &amp; Android App: Share with Facebook Strangers {link} via @mention #DOMO #SXSW,iPad or iPhone App,Positive emotion,Positive,Apple,92
4315,Best iPhone accessory of #sxsw {link} #rockstache #techsmith #istache /via @mention,iPhone,Positive emotion,Positive,Apple,83
4324,I'm in line for an #iPad 2 @mention @mention #SxSW,iPad,Positive emotion,Positive,Apple,50
4325,Whoa - line for ipad2 is 3blks long!!! #apple #Austin #SXSW,UNKNOWN,Positive emotion,Positive,Apple,59
4331,Does anyone have news from #SXSW? Other than the #iPad 2 is a must-have of course. {link},iPad,Positive emotion,Positive,Apple,89
4334,Does anyone know if the @mention store at #sxsw still has ipad 2's in stock?,iPad,Positive emotion,Positive,Apple,76
4341,This is one of the least helpful sessions at #sxsw.  Leave this session &amp; read these iPad Design notes instead.  {link} #UXDes,iPad,Positive emotion,Positive,Apple,130
4342,This is one of the three best apps we've seen at #SXSW {link},iPad or iPhone App,Positive emotion,Positive,Apple,61
4345,is EVERYONE that works at google this genius??!?  Seriously smart AND artistic. #SXSW,Google,Positive emotion,Positive,Google,85
4351,"Apple opened a pop-up store at #SXSW for the release of the iPad 2, and it was quite a scene. GEEK POWER! {link}",iPad,Positive emotion,Positive,Apple,112
4357,It's a lonely job protecting the iPad 2 but someones gotta do it.  {link}  #sxsw,iPad,Positive emotion,Positive,Apple,80
4360,Thewildernessdowntown.com Best of Show at SXSW. Google's Thomas Gayno:  &quot;it is like a choreography of browser windows&quot; #SXSW,Other Google product or service,Positive emotion,Positive,Google,134
4362,Google's new &quot;route-around&quot; feature gives 3 alternate routes to avoid traffic - collectively saving drivers 2 yrs/day #SXSW,Other Google product or service,Positive emotion,Positive,Google,133
4365,@mention New iPad Apps For Speech Therapy And Communication Are Showcased @mention #SXSW Conference {link} #sxswi #assistivetech,iPad or iPhone App,Positive emotion,Positive,Apple,128
4369,@mention New iPad Apps For Speech Therapy And Communication Are Showcased At The #SXSW Conference {link} #augcomm #hcsm #mhealth,iPad or iPhone App,Positive emotion,Positive,Apple,128
4370,I covet #New IPad. {link} #SXSW,iPad,Positive emotion,Positive,Apple,31
4371,Buying 2 new iPad's with @mention #geekdate #apple #sxsw #ipad2,iPad,Positive emotion,Positive,Apple,63
4374,"Google's new version of Maps has already saved pp 2yrs in time spent locating places, since launch earlier this week. #SxSW",Other Google product or service,Positive emotion,Positive,Google,123
4377,@mention news from #sxsw lots of iPad bashing but everyone wants one. Even @mention consistent with theme,iPad,Positive emotion,Positive,Apple,105
4378,Wowwwwww next google maps is amazing! #sxsw,Other Google product or service,Positive emotion,Positive,Google,43
4379,This guy next to me is using his ipad 2 as a periscope. #sxsw,iPad,Positive emotion,Positive,Apple,61
4383,Sweet. Danfung Dennis will be demoing the immersive video rig and iPad platform used in To Hell and Back Again at our #SXSW party.,iPad,Positive emotion,Positive,Apple,130
4389,At debating brands role as publishers #sxsw.  Enjoyed what I heard from the google doodle guys too.,Google,Positive emotion,Positive,Google,99
4391,I'm looking forward to our panel tomorrow (5pm) at #SXSW: Left Brain Search = Google. Right Brain Search = X {link},Google,Positive emotion,Positive,Google,115
4392,"I'm looking forward to the #SMCDallas pre #SXSW party Wed., and hoping I'll win an #iPad resulting from my shameless promotion.  #ChevySMC",iPad,Positive emotion,Positive,Apple,138
4400,"I'm missing out! Apple's even opened a temporary store in downtown Austin for it, says @mention Hope @mention got his passport? #SXSW",Apple,Positive emotion,Positive,Apple,133
4402,Interesting presentation on the building of #Netflix iphone App at #sxsw {link},iPad or iPhone App,Positive emotion,Positive,Apple,79
4404,Interesting RT @mention Google analytics can track offsite links as virtual pg views using Script. #moreknowledge #sxsw #mitharvard,UNKNOWN,Positive emotion,Positive,BOTH,131
4410,Well having the iPad has really been the perfect device for #SXSW.,iPad,Positive emotion,Positive,Apple,66
4412,Interesting tidbit:  apple designed the iPad 2 case before designing the actual device.  #sxsw,iPad,Positive emotion,Positive,Apple,94
4413,Who's going to #SXSW?   Apple will have it's own store there....{link}  #AAPL,Apple,Positive emotion,Positive,Apple,77
4416,Interesting to see Yellow Pages #iPad app come up as example of good practice #sxsw,iPad or iPhone App,Positive emotion,Positive,Apple,83
4425,"#iPad Lounge at @mention - Free daily for #sxsw - free coffee, #iPad #Art. Recharge. Refresh �� Austin Details {link}",iPad,Positive emotion,Positive,Apple,117
4431,@mention Nice meeting you last night! Confession: I just installed @mention on my iPad &amp; really like it. :-) #SXSW,iPad or iPhone App,Positive emotion,Positive,Apple,118
4432,@mention Nice move on Apple #SXSW will be center of Apple fanboy-dom for the next week.,Apple,Positive emotion,Positive,Apple,87
4433,@mention nice vid on ipad 2 from #sxsw. Hope it was @mention behind the camera! {link},iPad,Positive emotion,Positive,Apple,86
4434,@mention nice work on organizing the apple pop-up store - but wish you were here in #austin for #sxsw!,Apple,Positive emotion,Positive,Apple,102
4436,"Google denies it will launch major new social network, Circles, at #sxsw. But some, including Tim O'Reily, say it exists and is, awesome!",Other Google product or service,Positive emotion,Positive,Google,137
4440,"Apple opening a pop-up store for #SXSW. Cool, and another reason I'm #pissedimnotgoingtosxsw. {link}",Apple,Positive emotion,Positive,Apple,100
4441,Apple opening a store in downtown ATX for this wknd ONLY.. same time as #SXSW so ppl can buy iPad 2. ���@mention {link},Apple,Positive emotion,Positive,Apple,119
4444,"Apple opening downtown Austin pop up store for #SXSW. RT @mention Before It Even Begins, Apple Wins SXSW {link}",Apple,Positive emotion,Positive,Apple,111
4446,Apple opening pop-up store in Austin at Congress and 6th to sell new iPads.  #sxsw  {link},iPad,Positive emotion,Positive,Apple,90
4449,"Apple Opening Pop-Up Store In Austin For SXSW {link} - phew, I was beginning to panic, thanks Steve #SXSW",Apple,Positive emotion,Positive,Apple,105
4452,Apple Opening Pop-Up Store In Austin For SXSW ~ {link} &lt;- Ya gotta hand it to Apple... always innovating #apple #sxsw,Apple,Positive emotion,Positive,Apple,120
4458,I'm listening to 'Get By' by Talib Kweli via the Discovr app on my iPhone while I'm on a plane to #sxsw. Love Gogo.  {link},iPad or iPhone App,Positive emotion,Positive,Apple,123
4460,Apple opening up temporary store in downtown Austin for #sxsw and the iPad 2 launch {link},UNKNOWN,Positive emotion,Positive,Apple,90
4461,"Great evening w/ @mention + @mention Into Karateka, Castle Wolfenstein, ChopLifter and other Apple // classics. #SXSW #OldSko0l",Apple,Positive emotion,Positive,Apple,127
4465,"Also, thanks to Apple for releasing iOS 4.3 just in time for #SXSW. Installed it just before leaving home!",Apple,Positive emotion,Positive,Apple,106
4470,"Dan Neumann just announced the launch of Organic's first consumer-facing iPad app, Broadfeed at #SXSW 
check it out!!",iPad,Positive emotion,Positive,Apple,117
4471,You're gonna want these iPhone apps if you're heading to #SXSW today. 10 hot ones. Download away! {link},iPad or iPhone App,Positive emotion,Positive,Apple,104
4472,"MyPOV: Winner: popup Apple Store, Chevy Cruze  Losers: Investors propping up frothy startups w/ no enterprise strategy. #sxsw",Apple,Positive emotion,Positive,Apple,125
4474,I keep winning shit! Thanks @mention for the killer iPad case. #sxsw,Other Apple product or service,Positive emotion,Positive,Apple,68
4484,There at not even words for how much the wireless at #SXSW sucks.  Thank goodness for my iPhone.,iPhone,Positive emotion,Positive,Apple,96
4492,@mention Not to shill for the iPad but don't underestimate its appeal. {link} #newsapps #sxsw,iPad,Positive emotion,Positive,Apple,93
4493,"#SXSW keynote Marissa Mayers: 12 billion miles driven w/ Google maps navigation / yr, route around traffic saving users 2 yrs total. Wow.",Other Google product or service,Positive emotion,Positive,Google,137
4495,iPad 2. Another reason I'd love to be @mention #sxsw,iPad,Positive emotion,Positive,Apple,52
4496,There is nothing quite like #SXSW to make you want an iPad. Desperately. Am almost drooling on the guy's next to me.,iPad,Positive emotion,Positive,Apple,116
4501,"I don't know how I ended up here, but the Google party is going off!!! Robot ninja wars!!! #sxsw",UNKNOWN,Positive emotion,Positive,Google,96
4502,"&quot;I know I'm right, I own an Apple&quot; #sxsw",Apple,Positive emotion,Positive,Apple,50
4503,Thinking now that I shoulda gone to SXSW this year ...first year of the iPad.. Could be some interesting sessions. #sxsw,iPad,Positive emotion,Positive,Apple,120
4504,I wanna know too RT @mention One of our producers is going to #SXSW. What (hopefully free) #iPhone apps should she DL?,iPad or iPhone App,Positive emotion,Positive,Apple,118
4506,"Anybody know whether I can nab white, 3G, 64GB #iPad2 at #Austin #SXSW #Apple #PopUpStore?",iPad,Positive emotion,Positive,Apple,90
4507,I don't know why you would do original content ONLY for anything in today's world.(And the iPad 2 is better.)  Barry Diller #SXSW,iPad,Positive emotion,Positive,Apple,129
4509,Apple opens &quot;Pop-up&quot; store for #SXSW RT @mention Smart. Very well played Fruit Co. {link} /via @mention,Apple,Positive emotion,Positive,Apple,113
4514,Seeing tons of iPad2s around. Guess it just took that long to get through the #SXSW apple store line (@mention,iPad,Positive emotion,Positive,Apple,110
4517,Apple opens temporary store for #SXSW to sell iPad 2. {link} #TNW,iPad,Positive emotion,Positive,Apple,65
4519,"#SXSW Plans: Google party, blackberry party and then IE 8 party. Good times.",Google,Positive emotion,Positive,Google,76
4520,"#SXSW sponsored by Apple, plaid, and boys I'm attracted to.",Apple,Positive emotion,Positive,Apple,59
4521,"&quot;Transparency, choice and control are what define Google products.&quot; -Mayer. Thereby defining the Google brand with the same values #SXSW",Google,Positive emotion,Positive,Google,146
4529,Enchantment: get a trustworthiness of #zappos likeability of #virgin and a product of #apple @mention #sxsw,Apple,Positive emotion,Positive,Apple,107
4531,"Ok, I'm interested. RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Other Google product or service,Positive emotion,Positive,Google,117
4532,iPad 2 contest in full-swing!!  Great seeing so many of you on actsofsharing.com.  Still plenty of time to join the fun! #SXSW,iPad,Positive emotion,Positive,Apple,126
4536,Google continues to innovate.  I don't think we can fathom what the future will be like.  #SxSW,Google,Positive emotion,Positive,Google,95
4539,":) RT @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.",Google,Positive emotion,Positive,Google,141
4545,Being @mention #SXSW is making it impossible not 2 succumb 2 upgrading my #iPad. It's a year old &amp; I feel like I'm walking around w a bag phone...,iPad,Positive emotion,Positive,Apple,150
4546,Nice! @mention #sxsw highlights thus far: made friends w/ istock UX developer :) #singularity blows my mind: oy! GOOGLE OWNS IT!,Google,Positive emotion,Positive,Google,128
4549,"Using @mention at #SXSW to get updates on the temp Apple store line up. Super impressed by the potential of this app. Nice work, Yobongo!",iPad or iPhone App,Positive emotion,Positive,Apple,137
4556,"Loved @mention Hangover Breakfast. Awesome swag, yummy food &amp; rockin tunes! Stoked about my Griffin cordless iphone charger! #SXSW",Other Apple product or service,Positive emotion,Positive,Apple,134
4561,Nice! @mention just told me @mention was just used as a brief case study in iPad Design Paradigms panel at #SXSW.,UNKNOWN,Positive emotion,Positive,Apple,113
4562,:) RT @mention Love it. @mention at #sxsw: &quot;apple comes up w/ cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,Positive emotion,Positive,Apple,148
4563,+1 RT @mention Love it. @mention #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,Positive emotion,Positive,Apple,147
4570,"#sxsw @mention omitting Flash on Apple seems effective, even though they have h264 - maybe we do need to break old things #browserwars",Apple,Positive emotion,Positive,Apple,134
4571,+1 RT @mention Petricone says Google TV is just a browser. I don't think that's correct. #SXSW,Other Google product or service,Positive emotion,Positive,Google,94
4572,:) RT @mention Quantter is launching an iPhone app soon. We're participating to LaunchRock comp at #sxsw {link},iPad or iPhone App,Positive emotion,Positive,Apple,111
4574,RT RT @mention The iPad 2 Takes Over #SXSW [VIDEO] {link} RT @mention The iP... {link} #Vegas #News,iPad,Positive emotion,Positive,Apple,99
4575,Hhaha @mention was too intimidated by the iPhone app developers meetup that we had to leave. #sxsw,iPad or iPhone App,Positive emotion,Positive,Apple,98
4576,w00t! @mention wrote about our #hollergram iPad app for #sxsw! {link},iPad or iPhone App,Positive emotion,Positive,Apple,69
4579,Walking into the pop-up Apple store is like walking into a future where the iPad is the only type of computer. #sxsw,Apple,Positive emotion,Positive,Apple,116
4586,"At the convention center, getting stuff ready for #SXSW. Thank god for the iPhone!",iPhone,Positive emotion,Positive,Apple,82
4587,Almost convinced it's time for an iphone courtesy of being only one w/a blackberry in Austin  #sxsw,UNKNOWN,Positive emotion,Positive,Apple,99
4588,My ipad envy couldn't be any greater. Waaaaaa. #sxsw,iPad,Positive emotion,Positive,Apple,52
4590,Win a #sony Xperia Play #android phone at #SXSW (tuesday 3/15) details here: {link},Android,Positive emotion,Positive,Google,83
4595,Heading to &quot;your mom has an iPad: designing for boomers&quot;.  Hope it's fun.  #sxsw,iPad,Positive emotion,Positive,Apple,90
4597,Heading to #sxsw later this week? Be sure to download #heattracker for the iPhone and iPod Touch to know what's hot and what's not in Austin,iPad or iPhone App,Positive emotion,Positive,Apple,140
4601,"Willing to admit I'm a tiny bit jealous to not being #SXSW-bound. Temperatures in the high 20s, Apple pop up for iPad 2, what's not to love?",iPad,Positive emotion,Positive,Apple,140
4604,1 hour ago apple didn't have a store in downtown austin and now there is a store with hundreds of people there! #iPad2 #SXSW,UNKNOWN,Positive emotion,Positive,Apple,124
4605,Heading to Austin #SXSW on wkend. Love that @mention set up a pop-up store (6th &amp; Congress) to deal with mass geek influx during ipad2 release,Apple,Positive emotion,Positive,Apple,146
4606,Heading to Austin for #SXSW? The @mention Austin guide for #iPhone is free for a limited time {link} #lp #travel,iPad or iPhone App,Positive emotion,Positive,Apple,112
4611,Best photo booth so far at Google's League of Extraordinary H4ckers! #sxsw  {link},Google,Positive emotion,Positive,Google,82
4612,"I tried to buy an iPad this week at the #SxSw Apple store, but every time I go, they are sold out of the one I want.",iPad,Positive emotion,Positive,Apple,116
4613,Idea is to combine Google analytics with other tools so you know your website or program is doing something. #sxsw #bavcid,Other Google product or service,Positive emotion,Positive,Google,122
4615,4G will do for connectivity what the iPhone did for smart phones - Joe Berry #SXSW #connectedcar,iPhone,Positive emotion,Positive,Apple,96
4616,Heading to free Google-sponsored happy hour for Semantic Web Austin @mention Fogo de Ch��o #sxsw,Google,Positive emotion,Positive,Google,96
4618,we need to get ipad 2! @mention Apple opening up temp. store in downtown Austin for #SXSW  iPad 2 launch bit.ly/g03MZB via @mention,iPad,Positive emotion,Positive,Apple,131
4623,Feeling so inspired coming out of #SXSW that I just Apple TV'ed The Social Network. #justinjustinjustin,UNKNOWN,Positive emotion,Positive,Apple,103
4625,Excited to know more about Google Circles. Lucky folks at SXSW to be the first to see? Possible launch today: {link} #sxsw,Other Google product or service,Positive emotion,Positive,Google,122
4626,Curious to know what devs are thinking ref. iPhone vs Android development at #sxsw Buzz still seems to favour iPhone this year.,iPhone,Positive emotion,Positive,Apple,127
4638,Excited to meet the @mention team on the way to the apple store. Go download their app if you're in #sxsw!  {link},iPad or iPhone App,Positive emotion,Positive,Apple,114
4640,Great demo of #google maps from marissa Mayer. 3D views are amazing. More than 150m mobile users. #sxsw,Other Google product or service,Positive emotion,Positive,Google,103
4642,"Excited to say that I haven't used Foursquare, Gowalla, or Google Places since I've gotten to #SXSW...and I've survived. Amazing.",UNKNOWN,Positive emotion,Positive,Google,129
4643,Pleased to see Josh Clark has featured a few @mention clients in his ipad design presentation.  #sxsw,iPad,Positive emotion,Positive,Apple,101
4644,"Excited to see this! RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Other Google product or service,Positive emotion,Positive,Google,118
4645,Anxious to see what Google has in store for #SXSW today.,Google,Positive emotion,Positive,Google,56
4646,"Be sure to stop by our SXSW booth today. Show me one of our games running on your iPad 2, you could get a free gift! #sxsw  #sxsw11",iPad,Positive emotion,Positive,Apple,131
4648,Excited to tell y'all about the wonders of android today at #sxsw! See you soon.,Android,Positive emotion,Positive,Google,80
4650,So went to the Apple Store (Kingston) as friends at #sxsw have new iPad's ... so got something to cheer myself up :) {link},iPad,Positive emotion,Positive,Apple,123
4656,Google two-factor auth is AWESOME when you're using public computers. Just used it at #SXSW {link},Google,Positive emotion,Positive,Google,98
4659,Fantastico! RT @mention Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #sxsw,Google,Positive emotion,Positive,Google,122
4660,Mine toooo! RT @mention My #iPad envy is through. the. roof. Thanks every other person at #SXSW,iPad,Positive emotion,Positive,Apple,95
4661,Umm. Hello!! What about Android?! RT @mention Awesome new version of @mention for iPhone and new web site coming after #sxsw.,Android,Positive emotion,Positive,Google,125
4662,Found a road dawg to check out this iPad store #sxsw @mention,iPad,Positive emotion,Positive,Apple,61
4663,Two iPad observations at #sxsw. Vast majority of people using them. Seen lots of 2s today. Looks nice. #appletakingoverworld,iPad,Positive emotion,Positive,Apple,124
4668,"Sweet, good for you! @mention I have my #iPad 2 for Verizon. My life has just peaked. #SXSW",iPad,Positive emotion,Positive,Apple,91
4672,"#GoogleDoodle #sxsw Google Doodles, simple on the surface, complex and intricate underneath.",Other Google product or service,Positive emotion,Positive,Google,92
4673,"Google doodle is kind of social agenda, reminding us of facts and events that belong to all of us. #sxsw #googledoodle",Other Google product or service,Positive emotion,Positive,Google,118
4675,Google doodles always strive to respect and complement the original artwork. #GoogleDoodle #sxsw,Google,Positive emotion,Positive,Google,96
4681,Speaking of #sxsw: how about that #apple store on 6th and congress? Wouldn't it be great if it were permanent....? ;),Apple,Positive emotion,Positive,Apple,117
4683,"In honor of Apple's #SXSW pop-up shop, here are some thoughts on how landlords &amp; leasing agents can utilize pop-up shops. {link}",Apple,Positive emotion,Positive,Apple,132
4684,millions of dollars have been saved at one company through the adoption of google docs. incenticize your IT teams #evolvingworkplace #sxsw,UNKNOWN,Positive emotion,Positive,Google,138
4699,"For many of you that asked last night about the free Android phone... Sign up for urthots.com, then visit urthots.com/promo #sxswi #sxsw",Android,Positive emotion,Positive,Google,136
4702,Join actsofsharing.com tonight.  the person with the most friends in their city by end of #SXSW wins an iPad 2!!!,iPad,Positive emotion,Positive,Apple,113
4707,"Apple, Google AT&amp;T have a surplus of cash, brand loyalty/mobile leash and will make mobile payments easy #bankinnovation #sxsw",Apple,Positive emotion,Positive,Apple,130
4708,I have Google Circles invites! Follow me if you are interested! #google #circles #sxsw,Other Google product or service,Positive emotion,Positive,Google,86
4718,40% of Google map usage is mobile! Yowza #sxsw,Other Google product or service,Positive emotion,Positive,Google,46
4721,"40% of Google Maps usage is mobile, now has 150 million mobile users. #sxsw (via @mention",Other Google product or service,Positive emotion,Positive,Google,89
4723,40% of Google Maps usage is Mobile.  wow. @mention #sxsw #myegc,Other Google product or service,Positive emotion,Positive,Google,63
4726,40% of Google Maps use is mobile marissamayer #sxsw,UNKNOWN,Positive emotion,Positive,Google,51
4729,Latest Google maps mobile app demo #sxsw lots of stats. Drink the coolaid.,UNKNOWN,Positive emotion,Positive,Google,74
4732,At the Google party...awesome.  #SXSW,Google,Positive emotion,Positive,Google,37
4737,Wow! - Google to launch new social network at SXSW? {link} #sxsw #google,Google,Positive emotion,Positive,Google,72
4741,"Apple, Google, Intel &amp; Others Get Going Gold for the Go Game  {link} #TheGoGame #SXSW",Google,Positive emotion,Positive,Google,89
4744,Seeing Google's new maps for mobile with 3D buildings and super fast rendering over network. #sxsw,Google,Positive emotion,Positive,Google,98
4745,@mention oh hey i remember that :) didn't even bring my laptop to #SXSW panels. iPad 4 life,iPad,Positive emotion,Positive,Apple,91
4746,"@mention Oh, oh, oh! Does the iPad come with my #sxsw badge? @mention",UNKNOWN,Positive emotion,Positive,Apple,69
4749,Team Android at SXSW ��� full party details revealed! {link} #News #austin #sxsw #team_android,Android,Positive emotion,Positive,Google,94
4750,Team Android at SXSW ��� full party details revealed! {link} #sxsw,Android,Positive emotion,Positive,Google,66
4754,Team Android party at Lustre Pearl; so nice to be among my people!! #SXSW,Android,Positive emotion,Positive,Google,73
4757,"Are you going to be at #SXSW and wish you could purchase an iPad 2?

Not to worry! - {link} 

Well played Apple. Well played.",iPad,Positive emotion,Positive,Apple,125
4760,Bing's project euphoria and social recommendations looks very ipad centric - interface could be real advantage against google. #sxsw,UNKNOWN,Positive emotion,Positive,BOTH,132
4761,When I look at crowd at #SXSW everyone has head down looking at iPad or phone. Only place where socially awkward is &quot;cool&quot;. :-/,iPad,Positive emotion,Positive,Apple,137
4762,"Amazing joke on bad teeth picture... Just google British teeth on google, it's the first hit. @mention dude is killing it! #SXSW",Google,Positive emotion,Positive,Google,128
4767,Really cool shit #google is working on. #Google web fonts look hawt. #sxsw @mention,Google,Positive emotion,Positive,Google,83
4768,Really COOL! RT @mention Stop by and let us make you a custom iPhone case! #zazzlesxsw #Sxsw #sxswi {link} {link},iPhone,Positive emotion,Positive,Apple,113
4771,Two year old shows us howmto use iPad #USDes #sxsw,iPad,Positive emotion,Positive,Apple,50
4775,Learnt from @mention that there are more Google searches for Jesus than Star Wars but not by much #sxsw #allhat,UNKNOWN,Positive emotion,Positive,Google,111
4783,Scenes from the Austin SXSW iPad 2 pop-up shop -- here they are arriving! {link} #sxsw #cnnmoneysxsw,iPad,Positive emotion,Positive,Apple,100
4785,save me some cash! TechCrunch Giveaway: An iPad 2��#TechCrunch {link} via @mention #winning! #ipad2 #sxsw #apple,UNKNOWN,Positive emotion,Positive,Apple,112
4789,Here he comes ladies! @mention  @mention  RT @mention I'll be at Austin Convention Center w/  @mention showing my  iPhone game. #SXSW,UNKNOWN,Positive emotion,Positive,Apple,133
4790,"There's something 2 b said that here at #SXSW, the gadgets of choice in every session r an iPad, MacbookPro, or a Blackberry. Nothing else.",iPad,Positive emotion,Positive,Apple,139
4795,"RT @mention 
  
The iPad 2 Takes Over #SXSW {link}",iPad,Positive emotion,Positive,Apple,50
4803,"RT @mention  In our studies players tell us, &quot;Petting my iPhone makes me happy.&quot; #tapworthy #sxsw",iPhone,Positive emotion,Positive,Apple,107
4804,RT @mention  It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},Apple,Positive emotion,Positive,Apple,126
4809,RT @mention : We interrupt your regularly scheduled #sxsw geek programming with big news {link} #google #circles,Other Google product or service,Positive emotion,Positive,Google,112
4811,RT @mention :) RT @mention Love it. @mention at #sxsw: &quot;apple comes up w/ cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,Positive emotion,Positive,Apple,160
4815,RT @mention ..only 9? #SXSW right-brain #mwrc11 left-brain?? :) RT @mention @mention at #SXSW 9 out of 10 attendees have Mac or iPad,iPad,Positive emotion,Positive,Apple,132
4820,RT @mention .@mention Love it. @mention @mention #sxsw: &quot;apple comes up w/ cool technology no one's ever heard of because they don't go 2 conferences&quot; me 2!,Apple,Positive emotion,Positive,Apple,166
4824,"RT @mention .@mention retiring from Wine Library TV, moving onto Daily Grape. Get the app on yr iPhone. #thankyouecon #SXSW",iPad or iPhone App,Positive emotion,Positive,Apple,123
4828,RT @mention 'Route around traffic' google maps feature is saving their users 2 years in time. Every day. #SXSW #holytrafficjams,Other Google product or service,Positive emotion,Positive,Google,127
4831,"RT @mention ���@mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.�۝",Google,Positive emotion,Positive,Google,152
4832,RT @mention ���@mention #sxsw beta testing interactive book for iPad app by Moonbot studios out of Louisiana.  Cool app.�۝,iPad or iPhone App,Positive emotion,Positive,Apple,122
4833,RT @mention ���@mention Apple is a great example of a retail store layed out for the future - no 'registers' no 'checkout line'  #sxsw,Apple,Positive emotion,Positive,Apple,134
4840,RT @mention ���@mention SXSW official iPhone app here: {link}  Enjoy!  #SXSW,iPad or iPhone App,Positive emotion,Positive,Apple,76
4842,RT @mention ���line moving fast! Rt @mention have seen two impressive lines since I'm at #SXSW  the one at the Apple Store &amp; @mention party now,Apple,Positive emotion,Positive,Apple,147
4845,"RT @mention (CNNMoney) For #SXSW 2011, any computing device bigger than an iPad is pass̩. The mobile space has all the buzz {link} #wssxsw",iPad,Positive emotion,Positive,Apple,138
4852,RT @mention {link} Did you hear? Apple�۪s opening a temporary store just for #SXSW! (via @mention,Apple,Positive emotion,Positive,Apple,97
4861,"RT @mention @mention - spread the word, our #SXSW festival explorer App is live and free {link}",iPad or iPhone App,Positive emotion,Positive,Apple,95
4863,RT @mention @mention @mention &amp; @mention having fun at #google [pic] #SXSW {link},Google,Positive emotion,Positive,Google,85
4866,RT @mention @mention @mention at #sxsw: &quot;apple comes up w/ cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,Positive emotion,Positive,Apple,145
4867,RT @mention @mention @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,Positive emotion,Positive,Apple,147
4877,RT @mention @mention #BT #SXSW &quot;Having a really GREAT social search is probably a very good idea for #google&quot; @mention,Google,Positive emotion,Positive,Google,128
4879,RT @mention @mention 3 iPhone Apps We'll Be Using at South By Southwest Interactive {link} #SXSW #SXSWi,iPad or iPhone App,Positive emotion,Positive,Apple,103
4880,RT @mention @mention Alive and loving it! Great talks from Jonathan Dahl #minimalistprogramming and Google's Marissa Mayer #MarissaGoogle - #sxsw,Google,Positive emotion,Positive,Google,145
4885,RT @mention @mention at Team Android party. @mention @mention just walked in. DL Appolicious app &amp; enter to win free Nexus S! #androidsxsw #sxsw,Apple,Positive emotion,Positive,Apple,148
4887,RT @mention @mention Congrats on your iPhone app being featured at #SXSW!,iPad or iPhone App,Positive emotion,Positive,Apple,73
4888,"RT @mention @mention Cool! That means we can watch Ustream in Skyfire browser on iPhone :-)
(Safari doesn't work) 
Have fun!  #sxsw",iPad or iPhone App,Positive emotion,Positive,Apple,131
4893,RT @mention @mention Go beyond the hour &amp; share positive actions with the world. Download the #EarthHour iPhone app: {link} #SXSW,iPad or iPhone App,Positive emotion,Positive,Apple,133
4894,RT @mention @mention Google is looking at social signals more and more for search results. #qagb #sxsw,Google,Positive emotion,Positive,Google,102
4900,"RT @mention @mention I agree ��� Apple stole what little part of the show there was. For me, @mention was the most exciting new biz concept #sxsw",Apple,Positive emotion,Positive,Apple,145
4905,RT @mention @mention just saw you at lax I'm heading to #Sxsw  If you or your wife have an iPhone or iPad download my app #Freespeech @mention,iPad or iPhone App,Positive emotion,Positive,Apple,142
4906,RT @mention @mention Just won an HTML5 t-shirt from google for saying that EaselJS is my favorite canvas library at #sxsw.,Google,Positive emotion,Positive,Google,122
4912,RT @mention @mention Not only at Cedar Street Courtyard but also at Apple Store #SXSW {link} from a small fan :-),Apple,Positive emotion,Positive,Apple,113
4913,RT @mention @mention one of the must have apps to survive #SXSW {link}  Join our #SXSWbarcrawl during #SXSWi,iPad or iPhone App,Positive emotion,Positive,Apple,108
4915,RT @mention @mention putting a gun to @mention head. Give me your iPhone! #SXSW {link},iPhone,Positive emotion,Positive,Apple,86
4918,RT @mention @mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW (cont) {link},iPad or iPhone App,Positive emotion,Positive,Apple,123
4927,"RT @mention @mention wow - a gold's gym underneath an Apple store. Kind of you in a nutshell, right? #SXSW",Apple,Positive emotion,Positive,Apple,106
